hello     23:26:44 21 Nov
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
check_page_record except:<class 'sqlite3.ProgrammingError'>     22:30:17 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     22:51:14 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:07:57 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:36 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:36 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:36 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:36 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:36 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:36 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:36 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:36 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:36 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:36 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:36 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:36 09 Dec
<class 'sqlite3.ProgrammingError'>     23:11:36 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:13:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:34 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<class 'sqlite3.ProgrammingError'>     23:15:35 09 Dec
<type 'exceptions.UnicodeEncodeError'>     23:16:47 09 Dec
<class 'sqlite3.IntegrityError'>     23:19:38 09 Dec
<class 'sqlite3.ProgrammingError'>     23:19:38 09 Dec
<class 'sqlite3.ProgrammingError'>     23:20:30 09 Dec
<class 'sqlite3.ProgrammingError'>     23:21:33 09 Dec
<class 'sqlite3.ProgrammingError'>     23:21:59 09 Dec
<class 'sqlite3.ProgrammingError'>     23:23:16 09 Dec
<class 'sqlite3.ProgrammingError'>     23:28:45 09 Dec
<class 'sqlite3.ProgrammingError'>     23:28:59 09 Dec
<class 'sqlite3.ProgrammingError'>     23:29:32 09 Dec
